"","user_id","status_id","created_at","screen_name","text","location","source","retweet_count","lang","verified","country","country_code","url"
"11","32119740","1102996447639846912",2019-03-05 18:17:00,"KPWaResearch","ICYMI A #LearningHealthSystem project finds @kpwashington  members who could benefit most from #fluvaccines. Paula Lozano, of @KPWaResearch, explains how data is being used to identify &amp; contact those at greatest hospitalization risk for #influenza: https://t.co/q38kkSw5Ms https://t.co/Bm8vknwhzi","Seattle, WA","TweetDeck",0,"en",TRUE,NA,NA,"https://t.co/yZnd26DZET"
"12","278115949","1103403613567631361",2019-03-06 21:14:56,"ssaludsonora","Se brinda plática por parte del personal de Promoción de Salud, sobre influenza, tuberculosis y la importancia de identificar  los síntomas  de estas enfermedades  y como prevenir, a pacientes de Hospital General y Centro de Salud de SLRC. #SaludSonora https://t.co/2luvn8KH0g","México","Twitter Web Client",1,"es",FALSE,NA,NA,"https://t.co/1GxNzid1r6"
"13","487821234","1103403491974934535",2019-03-06 21:14:27,"CarlosGtz5","Pide ISSEA no bajar la guardia ante la influenza; aún hay vacunas.  https://t.co/kL8v3mdJQW","Aguascalientes","IFTTT",0,"es",FALSE,NA,NA,"https://t.co/ORIyrevBd1"
"14","1061021816821596160","1103403471959670785",2019-03-06 21:14:22,"kristensalena","Tonight’s reading: Influenza A, latent TB and recurrent HSV.","Hamilton, Ontario","Twitter for iPhone",0,"en",FALSE,NA,NA,NA
"15","808872298296016896","1103181932857315328",2019-03-06 06:34:03,"Lilyroseviolet9","@DogginTrump @realDonaldTrump I’m sure snorting Adderall will do it too! Im only up because I’ve got influenza and can’t sleep because I’m pretty sure I’m dying!<U+0001F637><U+0001F629>","Philadelphia, PA","Twitter for iPhone",0,"en",FALSE,NA,NA,NA
"16","808872298296016896","1103401916988616713",2019-03-06 21:08:11,"Lilyroseviolet9","@RandyRainbow Love you Randy Rainbow! <U+0001F308> 
Watching your videos over and over is helping me get through influenza!","Philadelphia, PA","Twitter for iPhone",0,"en",FALSE,NA,NA,NA
"17","305778438","1103370411335536640",2019-03-06 19:03:00,"ISSSTE_HGO","La vacuna contra #Influenza protege contra los virus estacionales A(H1N1), A(H3N2) y tipo B. #MedidasPreventivas https://t.co/sj6hwCjM02","Hidalgo","TweetDeck",0,"es",FALSE,NA,NA,"https://t.co/fZ6t3KnUfO"
"18","305778438","1103400610370449408",2019-03-06 21:03:00,"ISSSTE_HGO","Síntomas de la #Influenza : Fiebre alta (Mayor a 38º), Dolores musculares, Dolor de cabeza, Severo malestar general, Tos, Dolor de garganta y Secreción nasal. https://t.co/Yl4CcsrA6b","Hidalgo","TweetDeck",1,"es",FALSE,NA,NA,"https://t.co/fZ6t3KnUfO"
"19","64506942","1103400096803127297",2019-03-06 21:00:57,"SDCountyHHSA","Influenza is still widespread in San Diego County. It's not too late to get a flu shot. 
https://t.co/wdS3SAN70A","San Diego County","TweetDeck",0,"en",TRUE,NA,NA,"http://t.co/nD8obHExMI"
"20","17200375","1103400006290104320",2019-03-06 21:00:36,"SanDiegoCounty","Influenza is still widespread in San Diego County. It's not too late to get a flu shot. 
https://t.co/x9T5ATJ3Gt","San Diego, California","TweetDeck",0,"en",TRUE,NA,NA,"http://t.co/6eh1kiLopt"
"21","259825253","1103399858541654018",2019-03-06 21:00:01,"untSHWC","Did you know in the Northern Hemisphere the flu season can last as late as April or May? Stop by the SHWC for your FREE flu shot! For more information on how to get your flu vaccination click here: https://t.co/KAS7QxGi63","Denton, Texas","TweetDeck",0,"en",FALSE,NA,NA,"https://t.co/kW5vHuBKHg"
"22","574747417","1102242232478777345",2019-03-03 16:20:01,"censia_salud","Personal de salud, eres uno de los grupos que vacunamos contra la #influenza https://t.co/mRbbSsM1eC","Ciudad de México","TweetDeck",11,"es",TRUE,NA,NA,"https://t.co/RFEyT6NgJg"
"23","574747417","1103399856884932608",2019-03-06 21:00:00,"censia_salud","Si estás embarazada, es muy importante vacunarte contra la #influenza en esta temporada de frío.
Marzo es el último mes en que se aplicará esta vacuna. Y tú, ¿ya te vacunaste? https://t.co/fCADIClVEE","Ciudad de México","TweetDeck",3,"es",TRUE,NA,NA,"https://t.co/RFEyT6NgJg"
"24","574747417","1102607131893788678",2019-03-04 16:30:00,"censia_salud","Si estás embarazada, es muy importante vacunarte contra la #influenza en esta temporada de frío. https://t.co/bUlNy7NinD","Ciudad de México","TweetDeck",5,"es",TRUE,NA,NA,"https://t.co/RFEyT6NgJg"
"25","574747417","1103084275740565504",2019-03-06 00:06:00,"censia_salud","La #vacuna de #influenza es segura y GRATUITA.
Marzo es el último mes en que se aplicará esta vacuna. Y tú, ¿ya te vacunaste? https://t.co/hyiH1pz8I8","Ciudad de México","TweetDeck",13,"es",TRUE,NA,NA,"https://t.co/RFEyT6NgJg"
"26","2654138659","1103399638462279680",2019-03-06 20:59:08,"Quadratin_Hgo","#Salud Van 64 muertes por influenza en Hidalgo durante actual temporada.

Aquí la información--&gt; https://t.co/rCFEsxLZDu","Hidalgo, Mexico","Twitter Web Client",0,"es",FALSE,NA,NA,"http://t.co/A4GFGkkdqF"
"27","2654138659","1103008263199735809",2019-03-05 19:03:57,"Quadratin_Hgo","#TómaloEnCuenta Pide SSH atender triada de síntomas para identificar Influenza.

Aquí la información--&gt; https://t.co/ipH96GFtPF","Hidalgo, Mexico","Twitter Web Client",2,"es",FALSE,NA,NA,"http://t.co/A4GFGkkdqF"
"28","19255955","1103398796803952645",2019-03-06 20:55:47,"MDMagazine","XOFLUZA goes for its 2nd #influenza indication in as many years. https://t.co/tQKlXXQTbL","United States","TweetDeck",0,"en",TRUE,NA,NA,"https://t.co/BoZXWTUWSz"
"29","2362069076","1103398658588975104",2019-03-06 20:55:15,"DocOlmstead","Bad year for influenza https://t.co/PW5QnAntLw","Apopka","Facebook",0,"en",FALSE,NA,NA,"http://t.co/lHgs63NU8l"
"30","265447323","1103398508202090497",2019-03-06 20:54:39,"LeahTiscione","Where my influenza-ridden homies at can I get a weak, tepid Woo","Seattle, WA","Twitter Web App",0,"en",FALSE,NA,NA,"https://t.co/Z8OS7LPySb"
"31","211612192","1103396080295731200",2019-03-06 20:45:00,"ElSoldeSanLuis","En SLP se han registrado solamente 6 muertes por influenza

Se indica que el tipo AH1N1, sigue siendo el más peligroso cuando se tienen co-morbilidades y no se tiene la vacuna como protección orgánica https://t.co/RgPCCKWQMa","San Luis Potosi","TweetDeck",0,"es",FALSE,NA,NA,"http://t.co/4S9u4eAZ7Z"
"32","707116552340905984","1103395011880603649",2019-03-06 20:40:45,"keelyclove","influenza a is spreading like wildfire right now so please for the love of god cover your mouth when you cough, wash your hands and stay in your house if you have flu symptoms. it’s also not too late to get your flu shot <U+270C><U+0001F3FB>","somewhere in colorado","Twitter for iPhone",1,"en",FALSE,NA,NA,"https://t.co/gs2cHN6ZX0"
"33","2258388626","1103393958397337600",2019-03-06 20:36:34,"Beida5T","@ashleybengtsson can’t wait to go home and die from influenza","Cold Lake, Alberta","Twitter for iPhone",0,"en",FALSE,NA,NA,NA
"34","1007004100351971329","1103393574203387909",2019-03-06 20:35:02,"ALHistoryEdu","- Here's history in action! Master Teacher @mandymathisms used an activity to teach about the 1918 Influenza epidemic and to demonstrate to her students how diseases spread--and how fast they do. #al200 https://t.co/0jPxUYHuot","Alabama, USA","Twitter Web Client",0,"en",FALSE,NA,NA,NA
"35","2407544636","1103392696276676608",2019-03-06 20:31:33,"Celtic_Films","Influenza, Pneumonia? No wonder. https://t.co/Ak3kKnPWYR","Hollywood, CA, USA","Twitter Web Client",0,"en",FALSE,NA,NA,"https://t.co/BJDKUf6ndN"
"36","271249606","1103392306076545029",2019-03-06 20:30:00,"VentanaJuicio","La Ventana del Juicio | Arturo Zaldívar falta a la sesión de Suprema Corte por influenza https://t.co/QxNj5BbHW4","Chihuahua","TweetDeck",0,"es",FALSE,NA,NA,"http://t.co/l7Wg4RqqBa"
"37","60916079","1103390993146150912",2019-03-06 20:24:47,"AxiomAxiom","@Rechanmole Funniest answer: influenza virii. Become trillions, infect everyone. Grosses answer: humpback whale. You'd be only about 180 pounds worth of whale, or 0.04% of a whale. Eww.","New York","Twitter Web Client",0,"en",FALSE,NA,NA,NA
"38","728591246835515392","1103390690392838146",2019-03-06 20:23:35,"mandymathisms","WWI and the 1918 Influenza Pandemic simulation and activities were a success in APUSH. Thanks, @ALHistoryEdu and @al200. @MSCSTrojans @TrojansMSHS #takechances https://t.co/iYGEU54Ef4","Muscle Shoals, AL","Twitter for iPhone",0,"en",FALSE,"United States","US",NA
"39","745441932","1103389815138119685",2019-03-06 20:20:06,"SedgwickCounty","It's not too late to get a #flu vaccine. @CDCgov recommends flu vaccination as long as influenza viruses are circulating. #FightFlu https://t.co/MpcJf5fove","Sedgwick County, Kansas","Hootsuite Inc.",1,"en",TRUE,NA,NA,"http://t.co/j4oo4mHJus"
"40","545329695","1103388742075777024",2019-03-06 20:15:50,"EquineGuelph","Equine Guelph March E-News- Protect your horse from influenza, Fire survivor advocates, exciting courses, events and more https://t.co/zSCgOtVFrX https://t.co/WsK7dgVUYP","Guelph, ON","Constant Contact",1,"en",FALSE,NA,NA,"http://t.co/3lqy7GWqwy"
"41","309160091","1103385013477916672",2019-03-06 20:01:01,"FMVZUNAM","#ÉchaleUnVistazo al siguiente artículo de nuestra Revista Veterinaria México FMVZ ""Isolation and characterization of influenza A virus (H6N2) from a temporary artificial pond in Mexico""  &gt;&gt; https://t.co/U1yiAUgVOs https://t.co/DrOV4YrVvi","Ciudad de México","Hootsuite Inc.",0,"es",TRUE,NA,NA,"https://t.co/jznotekHYC"
"42","237816708","1103007273323057155",2019-03-05 19:00:01,"SintesisHgo","Crece número de víctimas por #influenza en la entidad <U+0001F637>
https://t.co/evScLxgZ0C","Hidalgo, México","TweetDeck",0,"es",FALSE,NA,NA,"https://t.co/JFxTNy4vQr"
"43","237816708","1103384756283092992",2019-03-06 20:00:00,"SintesisHgo","Insiste @Salud_Hidalgo en vacunarse contra la #influenza.
https://t.co/A64cvmwEMK","Hidalgo, México","TweetDeck",0,"es",FALSE,NA,NA,"https://t.co/JFxTNy4vQr"
"44","18752410","1103381788741779457",2019-03-06 19:48:12,"Amingee","I had a vivid dream this morning that I was sick with influenza. In the dream I was coughing, aching, and with a raging fever.

I awoke to finding my leg asleep, a bit warm, but feeling fine.

I am still really confused that I am not currently actually sick.","Minneapolis MN","Twitter for Android",0,"en",FALSE,NA,NA,NA
"45","15135459","1103381090109136896",2019-03-06 19:45:26,"kriller","@MThaastrup <U+0001F631><U+0001F631><U+0001F631>
Oh, shit. Troede egentlig jeg var igennem denne sæsons influenza allerede i oktober. Krydser fingre for at det her ikke er killerinfluenza.
Jeg SKAL være rask til næste onsdag!","Denmark","Twitter Web Client",0,"da",FALSE,NA,NA,NA
"46","95756080","1103380961390223360",2019-03-06 19:44:55,"microRNApro","North and South Korea team up https://t.co/tZuR0DS1dz ...if border restrictions are lifted, the viral infections, such as influenza, that are more common in South Korea will start to hit especially hard in North Korea, where immunity is low and suppressed by malnutrition... https://t.co/B2pSwIzdHa","Northern Georgia","Twitter Web Client",0,"en",FALSE,NA,NA,"https://t.co/bN7k5DwwO8"
"47","95756080","1102797288051752960",2019-03-05 05:05:37,"microRNApro","@doritmi @kevinfolta @meredithwadman Koel et al (2013) showed why the influenza vaccine was not effective in the short term. ""...major antigenic change can be caused by single amino acid substitutions."" See: https://t.co/s7K804jVh7","Northern Georgia","Twitter Web Client",0,"en",FALSE,NA,NA,"https://t.co/bN7k5DwwO8"
"48","198979927","1103380240422727680",2019-03-06 19:42:03,"BLakeSumnrPatch","6 Dead, 59 Hospitalized Due To Influenza In Pierce County https://t.co/sVromuUs15 https://t.co/kwhi9X8YPV","Bonney Lake, WA","dlvr.it",0,"en",FALSE,NA,NA,"https://t.co/jhcVUdHi5E"
"49","807993728","1103380240313643008",2019-03-06 19:42:03,"PuyallupWAPatch","6 Dead, 59 Hospitalized Due To Influenza In Pierce County https://t.co/NsCciAqrQ4 https://t.co/UBihr3CJSY","Puyallup, WA","dlvr.it",0,"en",FALSE,NA,NA,"https://t.co/qRXddOJuIl"
"50","160980980","1103380240011681793",2019-03-06 19:42:03,"EnumclawPatch","6 Dead, 59 Hospitalized Due To Influenza In Pierce County https://t.co/7OoDuBSTVR https://t.co/Slb6DO1SOU","Enumclaw, WA","dlvr.it",1,"en",FALSE,NA,NA,"https://t.co/QcabwGEJSa"
"51","906249252741029889","1103379724573835267",2019-03-06 19:40:00,"mldcmu","Researchers @mldcmu @scsatcmu are using artificial intelligence to make a better flu vaccine https://t.co/a7ZDZNPqNC - Delphi's Research Group is using machine learning to forecast the spread of influenza by training an algorithm on data gathered from many sources. #ml #ai","Pittsburgh, PA","Twitter Web Client",2,"en",FALSE,"United States","US","https://t.co/nFvRolruTH"
"52","280749793","1103378869363593218",2019-03-06 19:36:36,"rafaniembro","@AlexItesm Y tuvimos la crisis mundial de 2008 y 2009 y también en ese año por la influenza, recordemos que por semanas paralizó turismo, exportaciones, etc","Mexico","Twitter for Android",0,"es",FALSE,NA,NA,NA
"53","851768628907323393","1103378173037826048",2019-03-06 19:33:50,"Inveni_AI","The #Influenza virus kills tens of thousands of people per year in the US alone. Researchers are using #AI to better understand the flu in order to create more effective vaccines. #Healthcare #ML #Innovation #Technology
https://t.co/WJ7dJVB8XX","Connecticut, USA","Twitter Web Client",1,"en",FALSE,NA,NA,"https://t.co/fV12cd3hUV"
"54","3370079338","1103377782531342342",2019-03-06 19:32:17,"wiscontext","The 1918 influenza pandemic prompted intense interest in the disease, placing scientists in Wisconsin at the vanguard of flu research over the ensuing century  https://t.co/r35lB9labT","Wisconsin, USA","Sprout Social",0,"en",FALSE,NA,NA,"https://t.co/Bc42OfnKEG"
"55","74589965","1103377492344070144",2019-03-06 19:31:08,"AndreaAiramG","Siento que voy a acabar en el hospi por mi influenza jajajaja sorry x saludarlos d mano.","Cuernavaca, Morelos","Twitter for Android",0,"es",FALSE,NA,NA,NA
"56","214326941","1103372697269022720",2019-03-06 19:12:05,"GHarborPatch","6 Dead, 59 Hospitalized Due To Influenza In Pierce County https://t.co/z3UGMEn7bS https://t.co/uNHMsgn9TF","Gig Harbor, WA","dlvr.it",0,"en",FALSE,NA,NA,"https://t.co/lWlqGcJ3ib"
"57","18133094","1103372242040381442",2019-03-06 19:10:16,"pblev","Full on influenza....at least I can be buried in my family cemetery now","Los Angeles, CA","Twitter for Android",0,"en",FALSE,"United States","US","https://t.co/pCIu205GVN"
"58","2292880440","1103371845947084800",2019-03-06 19:08:42,"SMusfelt","@HHSGov WARNINGS AND PRECAUTIONS
5.1 Guillain-Barré SyndromeIf Guillain-Barré syndrome (GBS) has occurred within 6 weeks following previous influenza vaccination, https://t.co/CI7g7Ea5li","Kansas, USA","Twitter Web Client",0,"en",FALSE,NA,NA,NA
"59","102766610","1103371417691684869",2019-03-06 19:07:00,"Globalmediamx","No se han detectado casos de influenza, únicamente ha identificado cuadros de gripa estacional al interior de las instituciones educativas... 

#SLP 

https://t.co/Sq0Vr8UGyd","San Luis Potosí, México","TweetDeck",0,"es",FALSE,NA,NA,"https://t.co/Gew5AGU3Yo"
"60","119256070","1103371153895129088",2019-03-06 19:05:57,"novedadesdecamp","Personal del IMSS aplica vacunas de Sabin, Influenza y complemento de esquema de niños menores de 9 años, en el Centro de la ciudad, como parte de la Semana Macional de Salud https://t.co/I4CmtS7kUL","Campeche, México","Facebook",0,"es",FALSE,NA,NA,"https://t.co/1dDlsF2TXz"
"61","429281708","1103369695217025025",2019-03-06 19:00:09,"CFHealthPlans","¿Resfrío o influenza? Si tienes fiebre, dolores musculares o cansancio, puede ser algo más serio. ¿Necesitas más información sobre tus síntomas? Llama a nuestra línea directa de enfermería al número 1-800-434-2347. https://t.co/2zukJo9OBq","San Antonio, Texas","Buffer",0,"es",FALSE,NA,NA,"https://t.co/PPnZYDOhY7"
"62","2426498719","1103369675755479040",2019-03-06 19:00:04,"RxRegA","I heard today at the vaccines adcomm meeting that the Deputy Director of CDC's Influenza Division, Dr. Jackie Katz, is retiring. Does anyone know if an announcement was made?","Baltimore, MD","Twitter Web Client",0,"en",FALSE,NA,NA,NA
"63","36214885","1103369661578727428",2019-03-06 19:00:01,"MayoProceedings","The inpatient setting remains a prominent missed opportunity to administer the influenza vaccination, and closing this care gap is a reasonable strategy to reduce the morbidity and mortality related to influenza.
https://t.co/5pRs1exIqT https://t.co/eTGO0yo2oM","Rochester, MN","Sprinklr",0,"en",FALSE,NA,NA,"http://t.co/pBPeuieEoi"
"64","189493675","1103366230868717568",2019-03-06 18:46:23,"merrrd","@RepValDemings @HouseGVP 60,000 Americans die each year from influenza (80,000) last season, yet the vaccine is optional.

48,000 commit suicide each year but you only talk about the half that use guns.

33,000 die in auto accidents yet collision avoidance/mitagation systems aren't required. Neither are","Richmond, KY","Twitter for Android",0,"en",FALSE,NA,NA,NA
"65","189493675","1103368648377466880",2019-03-06 18:56:00,"merrrd","@RepValDemings @HouseGVP You're right, there is no border crisis.

I am by no means content with 16,000 homicides as ""the price of freedom."" There are measures I support. Gun violence is no more an epidemic or crisis than Trump's wall.

Suicide is.

Influenza is.","Richmond, KY","Twitter for Android",0,"en",FALSE,NA,NA,NA
"66","41136573","1102999789736742912",2019-03-05 18:30:17,"MDM_Events","Influenza and its complications cause as many as 140,000 to 710,000 hospitalizations and 12,000 to 56,000 deaths annually in the U.S. https://t.co/HJSrm8Requ","Santa Monica, CA","Hootsuite Inc.",0,"en",FALSE,NA,NA,"http://t.co/SXIBgFJYrf"
"67","41136573","1103368417988493312",2019-03-06 18:55:05,"MDM_Events","Influenza and its complications cause as many as 140,000 to 710,000 hospitalizations and 12,000 to 56,000 deaths annually in the U.S. https://t.co/HJSrm8Requ","Santa Monica, CA","Hootsuite Inc.",0,"en",FALSE,NA,NA,"http://t.co/SXIBgFJYrf"
"68","41136573","1102687676283711488",2019-03-04 21:50:03,"MDM_Events","Influenza and its complications cause as many as 140,000 to 710,000 hospitalizations and 12,000 to 56,000 deaths annually in the U.S. https://t.co/HJSrm8Requ","Santa Monica, CA","Hootsuite Inc.",0,"en",FALSE,NA,NA,"http://t.co/SXIBgFJYrf"
"69","1088523349167345664","1103368000999251976",2019-03-06 18:53:25,"MDBoxapp","Greater access to healthcare at a lower cost 
#Telemedicine #Symptomtosolution #DallasMoms #DocInABox #BehindTheBox #UnboxTheDoc #Dallashealthcare #Dallasmommyblogger #Treatment #Symptoms #Prescription #MDBox #InStoresNow #Medicine #Strep #Flu #UTI #Strepthroat #Influenza https://t.co/eNUIiU6Eps","Austin, TX","Hootsuite Inc.",0,"en",FALSE,NA,NA,"https://t.co/OpJVehttXu"
"70","1088523349167345664","1102617057466695683",2019-03-04 17:09:26,"MDBoxapp","MDBox was built to give you greater access to quality healthcare at a lower cost. #Telemedicine #DallasMoms #DocInABox #UnboxTheDoc #Dallashealthcare #Dallasmommyblogger #Treatment #Symptoms #Prescription #MDBox #InStoresNow #Medicine #Strep #Flu #UTI #Strepthroat #Influenza https://t.co/bP5M7xj1gM","Austin, TX","Hootsuite Inc.",0,"en",FALSE,NA,NA,"https://t.co/OpJVehttXu"
"71","817511155","1103277843885289472",2019-03-06 12:55:10,"EVJltd","Don't forget 'Evidence of equine influenza A (H3N8) activity in horses from Eastern and Central Saudi Arabia: 2013<U+0096>2105' is our free paper of the day. Access it here https://t.co/OID4Tgv8Ul https://t.co/rKqpsNbCHW","Newmarket","Hootsuite Inc.",1,"en",FALSE,NA,NA,"http://t.co/sSXxTvecSA"
"72","817511155","1103367204781916160",2019-03-06 18:50:15,"EVJltd","Have you accessed our free for day paper? 'Evidence of equine influenza A (H3N8) activity in horses from Eastern and Central Saudi Arabia: 2013<U+0096>2105' https://t.co/CbalXBcTFi https://t.co/4M0UQmORJA","Newmarket","Hootsuite Inc.",0,"en",FALSE,NA,NA,"http://t.co/sSXxTvecSA"
"73","817511155","1103193525892587520",2019-03-06 07:20:07,"EVJltd","Free for the day: Evidence of equine influenza A (H3N8) activity in horses from Eastern and Central Saudi Arabia: 2013<U+0096>2105 https://t.co/8iQzeGO7pn https://t.co/3zL0hyzbnh","Newmarket","Hootsuite Inc.",0,"en",FALSE,NA,NA,"http://t.co/sSXxTvecSA"
"74","115941650","1103367003191078912",2019-03-06 18:49:27,"pxwhittle","Map: Is there flu near you? The answer is...possibly. https://t.co/KQ9Zco5qQW","Portland, Maine","Twitter Web Client",0,"en",TRUE,NA,NA,"https://t.co/sUJuOIahHE"
"75","469907409","1103366773489979392",2019-03-06 18:48:33,"zednanreh90","Diet may be an important factor for Influenza A virus exposure in wild African mammals https://t.co/YD0lk1q46b di @physorg_com","México","Twitter Web Client",0,"en",FALSE,NA,NA,"https://t.co/10Onig3qwc"
"76","1921807374","1103366366063583242",2019-03-06 18:46:55,"LooseIsLoose","6 Dead, 59 Hospitalized Due To Influenza In Pierce County https://t.co/JtcgrZYQtR","Hillsboro, OR","Twitter Web Client",0,"en",FALSE,NA,NA,"https://t.co/m5kUjLM4mT"
"77","99177764","1103365918791479296",2019-03-06 18:45:09,"KeithDarce","After a slow start, the #flu season in #SanDiego is now looking like one of the worst in terms of total cases in the last 10 years, second only to last year's monster season. This chart, showing the current season in red, is from the latest #influenza report from @SDCountyHHSA https://t.co/xNRMPgQuHa","San Diego, Ca.","Hootsuite Inc.",1,"en",FALSE,NA,NA,"https://t.co/PpXe2NCXXL"
"78","334207300","1103365534949740546",2019-03-06 18:43:37,"l_lpepeAG","Pero no sé quieren vacunar porque ""les da gripa"" https://t.co/GatD7Fs1Vm","Puerto Vallarta","Facebook",0,"es",FALSE,NA,NA,"https://t.co/hwkayaN6c2"
"79","1328399958","1103365413419827202",2019-03-06 18:43:08,"shadybrady224","My daughter's been home sick her 3rd day in a row with influenza :( she gets sick more than I ever did and more than almost anyone I know. Such a helpless feeling I just want her to get better. Ugh.","St Paul, MN","Twitter for Android",0,"en",FALSE,NA,NA,NA
"80","292493063","1103320374610145283",2019-03-06 15:44:10,"Potrblog","US military suspects it is seeing reduced #Flu #Vaccine effectiveness because it is a highly vaccinated group and repeated yearly #vaccinations may be reducing immune response

#H3N2 #H1N1 #influenza #MedEd #Nurse #antivax https://t.co/FOMeVIcyFb","Saint Louis","Twitter Web Client",0,"en",FALSE,NA,NA,"http://t.co/nnCIdOkkPJ"
"81","292493063","1103308356368900096",2019-03-06 14:56:25,"Potrblog","#VRBPAC meeting says  changes in #H3N2 viruses ""EXTRAORDINARY""
Discussion calls for changing #Quadravalent formulation to add a 2nd H3N2 variant at the expense of one of the B lineages

#Influenza #Flu #MedEd #Nurse","Saint Louis","Twitter Web Client",0,"en",FALSE,NA,NA,"http://t.co/nnCIdOkkPJ"
"82","292493063","1103364386385784832",2019-03-06 18:39:03,"Potrblog","The #DefenseDept's fear that forcing active duty #military to get #FLU vaccinations every year results in more #Influenza infections is best seen in this chart
Compare the vaccine effectiveness of the #activeduty personal vs Dependents vs the #IllegalAliens treated at the border https://t.co/6ANyZBh6Ls","Saint Louis","Twitter Web Client",0,"en",FALSE,NA,NA,"http://t.co/nnCIdOkkPJ"
"83","292493063","1102773218526576640",2019-03-05 03:29:58,"Potrblog","@gallus_pallas No, how protected you are from any #H3N2 virus depends on the #Antigenic distance from the infection or  flu shot you had (aka how different it is)

In the chart below the small dots = different strains
the greater the distance between = the less protection

#flu #sick #influenza https://t.co/DvV7NuPklW","Saint Louis","Twitter Web Client",0,"en",FALSE,NA,NA,"http://t.co/nnCIdOkkPJ"
"84","292493063","1103286941267755008",2019-03-06 13:31:19,"Potrblog","FDA's #Influenza #Vaccine composition meeting for the US 2019-2020 #FLUshot
is live and can be watched at this link
https://t.co/lezQajmoSA

#H3n2 #H1N1
#FLU #CDC #FDA #VRBPAC","Saint Louis","Twitter Web Client",0,"en",FALSE,NA,NA,"http://t.co/nnCIdOkkPJ"
"85","292493063","1103294491056898048",2019-03-06 14:01:19,"Potrblog","#FDA's #Flu #Vaccine committee is discussing if early #influenza #Vaccination is responsible for 0% effectiveness with the #Flushot in folks over 50 yrs of age. #Seniorcitizens may need to wait for vaccination until later in the flu season

https://t.co/lezQajmoSA

#MedEd #nurse","Saint Louis","Twitter Web Client",1,"en",FALSE,NA,NA,"http://t.co/nnCIdOkkPJ"
