"","X","screen_name","text","location"
"4344",4344,"NunYaBizSon","@bigspanish32 @HeinzKetchup_US Y’all didn’t create anything except for H1N1 , and a <U+0001F4A9> country that all your citizens run from <U+0001F440><U+0001F602>. Everybody has known for a while that “MayoChup” is a thing, just called it many different things. <U+0001F92B>","United States"
"4345",4345,"WebMD","At the start of the flu season, the predominant strain was influenza A H1N1, but now a more severe strain, influenza A H3N2, accounts for nearly half of all the new cases, according to the CDC. https://t.co/Hror2yc9yd https://t.co/p0chnRREw3","USA"
"4346",4346,"WebMD","At the start of the flu season, the predominant strain was influenza A H1N1, but now a more severe strain, influenza A H3N2, accounts for nearly half of all the new cases, according to the CDC.
https://t.co/9GwNBk30ud https://t.co/xPtg6lZM2h","USA"
"4347",4347,"Potrblog","#VRBPAC meeting says unusual summer outbreak of #H1N1 has been going on in #Australia

https://t.co/lezQajmoSA","Saint Louis"
"4348",4348,"Potrblog","US military suspects it is seeing reduced #Flu #Vaccine effectiveness because it is a highly vaccinated group and repeated yearly #vaccinations may be reducing immune response

#H3N2 #H1N1 #influenza #MedEd #Nurse #antivax https://t.co/FOMeVIcyFb","Saint Louis"
"4349",4349,"Potrblog","FDA's #Influenza #Vaccine composition meeting for the US 2019-2020 #FLUshot
is live and can be watched at this link
https://t.co/lezQajmoSA

#H3n2 #H1N1
#FLU #CDC #FDA #VRBPAC","Saint Louis"
"4350",4350,"EMNews","Don’t be fooled by that new #oseltamivir study, says @Runde_MC. #Tamiflu is still pretty worthless for H1N1. https://t.co/9D0L6wgVFT #AheadofPrint @IDSAinfo #influenza #flu #themoreyouknow #chickensoupinstead https://t.co/3xFmozHZaa","New York, NY"
"4351",4351,"robertogaudelli","Cuando la famosa epidemia del H1N1 y el mundo digital apenas quería manifestarse, lanzamos un sitio de información que fue de gran ayuda. <U+2066>@JavierArandaP<U+2069> encabezó este esfuerzo. #20añosconQRoo https://t.co/LH4nRUKLXw","Mexico City"
"4352",4352,"Dougout2424","@SteveSGoddard H1N1.... Swine Flu???","OHIO"
"4353",4353,"amirspeaks","So far this flu season, Swine flu (H1N1) virus has been dominant, but a more aggressive H3N2 strain has overtaken it, said Doctors Association Kashmir (DAK) on Wednesday in a communiqué. https://t.co/UDXRirUD80","Kashmir"
"4354",4354,"brighterkashmir","New post (H3N2 strain overtakes swine flu (H1N1) virus: DAK) has been published on  - https://t.co/4WUWNEobhg","Kashmir"
"4356",4356,"messageplicity","CDC: Dangerous flu strain overtakes H1N1 this season https://t.co/kaqv4ZKoRe via @upi  #health #flu #medical","Saint Louis, Missouri "
"4357",4357,"hoo_memes","@NickMudd8 @3502zippo @Aliciastarr001 It's weaponized, airborne H1N1, so whatever that kills. I think the flora is probably safe, the fauna not so much.","United States"
"4358",4358,"bouncermom","@estarianne Take care of yourself and I really hope you don’t get this virus, it’s especially bad this year. A strain of H1N1.","Portland, OR"
"4359",4359,"EINH1N1News","H1N1 sends family shuttling between hosp &amp; home https://t.co/pp4kDcHpme","Washington, D.C."
"4360",4360,"EINH1N1News","4 test positive for H1N1 in Hosanagar taluk https://t.co/M1mceh6dCx","Washington, D.C."
"4361",4361,"EINH1N1News","21 new H1N1 cases: City’s highest single day count https://t.co/tUZjkITVZA","Washington, D.C."
"4362",4362,"EINH1N1News","H1N1 cases on the rise in parts of Shivamogga https://t.co/eXiPNVvsHR","Washington, D.C."
"4363",4363,"EINH1N1News","Virar woman third H1N1 casualty this year, 40 positive cases in February https://t.co/oOh22Yo3N5","Washington, D.C."
"4364",4364,"EINH1N1News","Pune: 15 die of H1N1 in January-February, 14 on ventilator support https://t.co/OBeGtHZNJw","Washington, D.C."
"4365",4365,"EINH1N1News","21 new H1N1 cases: Lucknow’s highest single day count https://t.co/gAUxamWjOJ","Washington, D.C."
"4366",4366,"A4Ny14","@CNN FDR declared a #NationalEmergency when the Nazis invaded Poland. Bush declared a National Emergency on 9/11. Obama declared a National Emergency with respect to to the 2009 H1N1 Influenza Pandemic. Trump is scared of refugees who are brown &amp; speak Spanish. It's #NotAnEmergency!","Queens, NY"
"4367",4367,"soltysik_rob","The company's product portfolio includes vaccines against hepatitis A and B, enterovirus 71 (EV71), seasonal influenza, H5N1 and H1N1 pandemic influenza, and mumps, as well as hand, foot, and mouth diseases. https://t.co/lEaaqBlBcg","Maryland, USA"
"4368",4368,"quirkycity","@sabrinarmf Hope you feel awesome soon. 

Incidentally, isn’t that what you said after H1N1?","Toronto"
"4369",4369,"QTent2016","@ErinPaulCTV @Blueskiesovergr @TOPublicHealth @ONThealth This year its a 72%-78% match because the dominant strain is H1N1, which is a stable mutation. Matches are less good with H3N2 strains because they mutate and evolve fairly quickly. Flu becomes a bigger problem when H3N2 is dominant (like in 2017/18).","Toronto, Ontario"
"4370",4370,"QTent2016","@Blueskiesovergr @TOPublicHealth @ErinPaulCTV @ONThealth The flu shot does not cause people to get the flu (they contain either dead virus, or a single gene niether of which can cause infection) . And this year's vaccine is a good match for the current H1N1 strain and providing good protection.","Toronto, Ontario"
"4371",4371,"ForOurFutureNV","During the #H1N1 outbreak, 8 million Americans went to work sick and spread illness to 7 million co-workers. #PaidSickDays keep our communities healthy. #NV4PSD","Nevada, USA"
"4372",4372,"adn40","Se cumplen 10 años del brote de la #Influenza H1N1, no olvides que la mejor forma de prevención es la vacunación. https://t.co/EZPI521nL6","México"
"4373",4373,"CDCgov","@wileyd80 Influenza A(H1N1)pdm09, influenza A(H3N2), and influenza B viruses continue to co-circulate, as of February 23. For CDC’s #FluView weekly influenza surveillance report, visit https://t.co/uMp7wH9wEn. Follow @CDCFlu for daily informative tweets.","Atlanta, GA"
"4374",4374,"sandyaschneider","But, Obama Declared a 'National Emergency' for Swine Flu (H1N1)  in 2009. https://t.co/33zkbjcubK","Florida"
"4375",4375,"MrsWhoopiePie","@JodiesJumpsuit I worked at TPH during the 2009 H1N1 flu pandemic and it was pretty fascinating to be a public health nurse through it, they’ve got a system ready! Seemed so much better than SARS (which I still have nightmares about)","Toronto, Ontario"
"4378",4378,"ZhegarLopez","@oskarmorr Si es alergia, me pasó lo mismo el mes pasado, me incapacitaron por neumonía, pero ahorita si es alergia, el pendiente que traigo el es brote de A H1N1 qué hay en mi zona escolar <U+0001F635>","Chihuahua, México"
"4379",4379,"laishalay","To be fair she stopped making us get the flu shot after they put the H1N1 vax in it and people started to have bad reactions. We did still had the measles shot. She was scared of us having bad reactions not autism","Detroit, MI"
"4380",4380,"AIRWorldwide","@CDCgov : Dangerous #flu strain overtakes H1N1 this season - https://t.co/nWPNKWJEjl  via @upi","Boston, MA"
"4381",4381,"alorr4uz","@PeterDawsonUSA @thehill @TheHillOpinion 1/ none were as important as border security? really?  so I guess 9/11 and H1N1 and humanitarian aid are all less of a real emergency.  Border security is important but NOT an emergency. https://t.co/B4P9Lwc9Fk via @PolitiFact","Bardstown, KY"
"4382",4382,"nurseniceyes","@MongrelGlory @realDonaldTrump @nytimes Remember H1N1?","Some where,USA"
"4383",4383,"VinnieAntoneli","@berg2025 @JohnGalt23 @EWErickson Wut.  Which one?  Literally all of his were sanctions, with the exception of H1N1 flu.  Speak loudly and clearly so the whole class can hear.  https://t.co/TFddj2EMGR","United States"
"4385",4385,"newssummeduphq","Alarming spread: on H1N1 cases
 https://t.co/MMSthxyMKx","San Francisco, CA"
"4386",4386,"newssummeduphq","H1N1 cases cross 600-mark in first two months of the year
 https://t.co/NyxCDbhTOx","San Francisco, CA"
"4387",4387,"AngelinaSlowlie","@FAWP @PauloMeloPhoto @RobynUrback My daughter was vaxxed and still had pertussis, RSV, H1N1, rotavirus.   She is also autistic and now diagnosed with autoimmune disorders.","Texas "
"4388",4388,"daleziosGenesis","H1N1: <U+0397> <U+0399><U+0391><U+03A4><U+03A1><U+0399><U+039A><U+0397> «<U+0391><U+03A0><U+0391><U+03A4><U+0397> <U+03A4><U+039F><U+03A5> <U+0391><U+0399>O<U+039D><U+0391>» https://t.co/nbpTKkljCs","GREECE"
"4389",4389,"jwittta","that one time the H1N1 virus was going around and i thought it was called the heinie flu","Littleton, CO"
"4390",4390,"a35362","CDC: Harmful flu pressure overtakes H1N1 this season https://t.co/1FgNDhi0lW","DeKalb, IL"
"4391",4391,"kelly_mctest","Only once have I had such a sudden onset dreadful flu; H1N1 while 8 mo pregnant. Hopefully never again. https://t.co/TL583p3eIt","Calgary, Alberta"
"4393",4393,"ninha_ivo","Amazonas tem 62 casos confirmados de Influenza A H1N1 e 16 mortes https://t.co/q6qik70GAf","Made in Brazil"
"4394",4394,"baranups3","@thisaintevenme @DailyCaller You want illegals coming in without being vetted for disease, drug smuggling (Fentanyl), felons ms-13 . Bonus, if you cross illegally Pelosi &amp; AOC will give you a gun permit. National emergencies , Carter to Trump. ( 58 ) Iran government proerty ,Nicaragua, terrorist , H1N1","Schererville, IN"
"4395",4395,"3tweetiebirds","A more severe strain of the flu is spreading, after first one almost died out. From H1N1 to H3N2. If you get sick all over again, watch yourself closely! https://t.co/haJ15X5Usg","USA"
"4397",4397,"famfightflu","Flu is unpredictable! H1N1 has been the dominant flu strain this season but  reports indicate that H3N2 now accounts for about half of all new cases, suggesting that flu season could linger longer than in years past.  #FightFlu #GetVaxxed https://t.co/7dCgs1vWWc","Arlington, VA"
"4398",4398,"famfightflu","Interesting #ACIP flu update explains how H1N1 virus predominated across the U.S. this season, except in Southeast region which saw mostly H3N2. Now, for past 3 weeks H3N2 has been increasing across the nation, proving that no one can ""predict"" what #flu will do each season.","Arlington, VA"
"4399",4399,"famfightflu","WHO issues recommendations on next season's #flu vaccine composition
The #vaccines for the 2019-20 season in the Northern Hemisphere should cover the H1N1 strain — the most common this year — and two types of influenza B, WHO says. https://t.co/VCbC0gWNHu #FightFlu","Arlington, VA"
"4400",4400,"famfightflu","It's not too late to get a #flu vaccine. It appears that flu season is far from over and after H1N1 viruses predominated the early part of the season, the U.S. is seeing a rise in H3N2 viruses that tend to result in more severe illness. https://t.co/y73aE6qjS5 #FightFlu","Arlington, VA"
"4401",4401,"Friday13curse","@Kaimandante I used to not stress it then I got H1N1(swine flu) and it was so horrible, lasted weeks and I had to keep going to work and uni. since then I take it every year.","USA"
"4402",4402,"samoa_observer","The 14 Samoan seasonal workers who are affected by the H1N1 influenza outbreak in Hawke’s Bay, New Zealand are well taken care of. 
https://t.co/N2FlEvDLaB","Samoa"
"4404",4404,"TakeThatCDC","@PackMama92 @EmmaGPaley @mimetic_ @Plasticdoe @brian_abramson @pistrix @chrissy_goss @Boxmenot @TsuDhoNimh @Melissa62263619 @AlexMurdoch7 @LaughlandMorgan @Just4TheCause @t3tragrammat0n @Henjam48 @rugbyrhino16 @elle_franks @GrumFromNorwich @lawnatural @thereal_truther @doritmi @seaglass34 @StopVaxxedLies @BlueLionBlog @TioChango_ @ChrisJohnsonMD @itsmepanda1 @toppediatrician @Joshua1_5 @GeoffSchuler @RebeccaLardner @DansMonkeyShack @DocMElliott @VeritasEver @PileOfGoop @mmelgar09 @ghoppe @alc_anthro @weaponizedword1 @viva__lala @WendyOrent @mcfunny @TPRMaynard7 @asiamoonbloom @mrlepus @urbanx_f @kidoctr @cantab_biker @JHowardBrainMD @dkegel 2009 strain swine-associated H1N1 was also worse in young, healthy adults and in pregnancy, and was promptly incorporated into vaccines.

https://t.co/BarKQkBcRq","Atlanta, GA"
"4405",4405,"speakupsal","<U+0001F914>I'm wondering why Trump can't act on NEs filed 10/21/95, 09/14/01 &amp; 03/08/15?As I read thru the list I think any of them could fall in these categories too!H1N1 if 1 person crosses with it he should be able to get funds to fight this too. #mondaythoughts https://t.co/i4ZejwnOLf","Nashville, TN USA"
"4407",4407,"Blitzkreg6","@whiskey_violet @CoachGrumpyG @RepDanCrenshaw @mmckinnon The last two national emergencies, that werent sanctions related, were the H1N1 pandemic and 9/11; this in no way matches that. Also, Trump undercuts all this by saying he didn’t have to do it, that’s the antithesis of an emergency. Why didn’t he declare this the last two years?","Kingwood, TX"
"4408",4408,"_callmekennyd","Went outside to check my mail, came back in with full blown H1N1! Where the fuck this cold come from","Glenmora"
"4410",4410,"_southerngurl3_","@DeathNhd @randallrichman @SenSchumer @andelman @realDonaldTrump Lmao now it's a political stunt. H1N1 was no more and emergency than Ebola. Keep back peddling. Do you need the definition of what constitutes and emergency?","Mississippi, USA"
"4412",4412,"_southerngurl3_","@DeathNhd @randallrichman @SenSchumer @andelman @realDonaldTrump Obama? Which ones would you like to discuss. He even used H1N1 to pass ACA. <U+0001F644>","Mississippi, USA"
"4413",4413,"nickoshea10","H1N1<U+0001F6A8>you should probably get checked for Swine Flu... https://t.co/hrEntpH70f","3 steps back--2 steps over"
"4414",4414,"Vadeboncoeur_Al","@JoStAmour J'ai parcouru le lien que vous offrez. Ça ne parle que du vaccin H1N1 (de très anciens textes), et il y a eu un débat tout à fait légitime (et scientifique0 sur ce vaccin, j'ai moi-même souvent écrit sur le sujet, comme ici. https://t.co/eMRzTkkw1E

Il ne faut pas tout mélanger.","Longueuil, Québec"
"4416",4416,"DeathNhd","@_southerngurl3_ @randallrichman @SenSchumer @andelman @realDonaldTrump Do you have to be fed common sense to know the difference between an actual emergency and a political stunt?? I never said he didnt call for an emergency I said he called for ACTUAL an emergency the H1N1 was an ACTUAL emergency.","California, USA"
